case_id,alg_01,alg_02,alg_03,alg_04,alg_05
case_4355,0.8886,0.8896,0.9293,0.8841,0.8803
case_4356,0.8435,0.83,0.8607,0.8139,0.8456
case_4357,0.7209,0.7429,0.7583,0.7434,0.7014
case_4358,0.8026,0.8381,0.8684,0.8285,0.8731
case_4359,0.8293,0.8249,0.8311,0.822,0.8073
case_4360,0.8453,0.8293,0.8669,0.8069,0.8094
case_4361,0.814,0.8049,0.8386,0.8189,0.8199
case_4362,0.7322,0.7707,0.7903,0.7707,0.7589
case_4363,0.7768,0.8076,0.81,0.7953,0.7693
case_4364,0.7683,0.7658,0.7821,0.7595,0.7492
case_4365,0.8322,0.8705,0.8665,0.8387,0.852
case_4366,0.8155,0.8228,0.8482,0.8271,0.8462
case_4367,0.7949,0.7771,0.8063,0.7957,0.804
case_4368,0.7908,0.787,0.8347,0.8061,0.8049
case_4369,0.8476,0.8109,0.8099,0.8305,0.8392
case_4370,0.8453,0.8195,0.8492,0.8377,0.8644
case_4371,0.7978,0.7808,0.8034,0.7892,0.7905
case_4372,0.8127,0.8351,0.8388,0.8523,0.8476
case_4373,0.7972,0.8139,0.8236,0.8205,0.8359
case_4374,0.7632,0.7515,0.8014,0.7693,0.768
case_4375,0.8296,0.8501,0.8843,0.8434,0.8513
case_4376,0.8533,0.8782,0.8887,0.8468,0.8928
case_4377,0.8244,0.8239,0.8722,0.8161,0.806
case_4378,0.7937,0.8165,0.8268,0.8141,0.8616
case_4379,0.8229,0.8411,0.8888,0.8408,0.8557
case_4380,0.7634,0.7925,0.7728,0.7933,0.787
case_4381,0.8222,0.8544,0.8773,0.8335,0.8284
case_4382,0.7586,0.7647,0.8128,0.7811,0.8164
case_4383,0.8089,0.8052,0.8691,0.81,0.803
case_4384,0.8088,0.8362,0.8541,0.8376,0.8368
case_4385,0.8038,0.7821,0.8504,0.8005,0.8149
case_4386,0.7849,0.8405,0.8392,0.8161,0.8118
case_4387,0.9102,0.8782,0.938,0.8984,0.9122
case_4388,0.7593,0.7781,0.7789,0.7891,0.7727
case_4389,0.8158,0.7923,0.8498,0.8042,0.8252
case_4390,0.9,0.8814,0.8884,0.8613,0.8815
case_4391,0.7601,0.765,0.7707,0.7878,0.7409
case_4392,0.8285,0.8628,0.8756,0.8876,0.8814
case_4393,0.7299,0.7676,0.7697,0.7542,0.7906
case_4394,0.7663,0.7585,0.7804,0.7895,0.7479
case_4395,0.8477,0.8755,0.86,0.855,0.8333
case_4396,0.7298,0.7359,0.7521,0.7387,0.6874
case_4397,0.8807,0.8424,0.8289,0.8056,0.8283
case_4398,0.8679,0.8884,0.9033,0.9024,0.8668
case_4399,0.7655,0.8003,0.8534,0.791,0.7738
case_4400,0.7558,0.7336,0.7661,0.7415,0.7313
case_4401,0.7062,0.695,0.7506,0.6893,0.6906
case_4402,0.7507,0.7738,0.7977,0.7272,0.7726
case_4403,0.8484,0.8537,0.8399,0.8714,0.8556
case_4404,0.762,0.7723,0.764,0.7514,0.7687
case_4405,0.8452,0.8553,0.8501,0.8269,0.8176
case_4406,0.8023,0.7903,0.8316,0.7819,0.8222
case_4407,0.7742,0.7191,0.7708,0.7488,0.7491
case_4408,0.7673,0.7971,0.7705,0.7278,0.7891
case_4409,0.8709,0.8821,0.8725,0.8641,0.8538
case_4410,0.7798,0.7919,0.786,0.812,0.7992
case_4411,0.8595,0.8141,0.8781,0.8211,0.8455
case_4412,0.8186,0.8052,0.8078,0.8194,0.8337
case_4413,0.8515,0.8686,0.9004,0.8671,0.84
case_4414,0.7586,0.7843,0.8136,0.7631,0.7864
case_4415,0.8189,0.8362,0.8482,0.8407,0.846
case_4416,0.7728,0.7721,0.7838,0.7718,0.8013
case_4417,0.8213,0.8316,0.8049,0.8278,0.8431
case_4418,0.8842,0.8209,0.8782,0.8708,0.8761
case_4419,0.7064,0.7506,0.7924,0.7241,0.7437
case_4420,0.7166,0.7594,0.783,0.7497,0.7442
case_4421,0.8154,0.8006,0.8367,0.8188,0.8156
case_4422,0.7815,0.7745,0.8277,0.8205,0.8009
case_4423,0.771,0.7617,0.8212,0.7631,0.7679
case_4424,0.7417,0.7426,0.7733,0.7566,0.7431
case_4425,0.7283,0.7827,0.7692,0.7535,0.7639
case_4426,0.7939,0.8148,0.8588,0.8295,0.8329
case_4427,0.7926,0.8302,0.8395,0.799,0.8219
case_4428,0.7681,0.7868,0.8016,0.8106,0.7809
case_4429,0.7074,0.757,0.7839,0.7372,0.7435
case_4430,0.8741,0.8845,0.9507,0.8958,0.8773
case_4431,0.8531,0.8446,0.8718,0.8508,0.8032
case_4432,0.6542,0.6305,0.682,0.6588,0.6657
case_4433,0.7542,0.7445,0.7757,0.7837,0.7501
case_4434,0.9088,0.9132,0.9142,0.8767,0.8846
case_4435,0.7112,0.7175,0.7526,0.7328,0.733
case_4436,0.8183,0.8303,0.8708,0.8424,0.8147
case_4437,0.8595,0.8858,0.8789,0.8574,0.8459
case_4438,0.8787,0.8734,0.8437,0.8712,0.8389
case_4439,0.7398,0.7393,0.7641,0.7289,0.7314
case_4440,0.8844,0.867,0.9118,0.9198,0.9011
case_4441,0.7517,0.7659,0.8106,0.7714,0.7269
case_4442,0.8046,0.772,0.7835,0.7898,0.7528
case_4443,0.7921,0.8049,0.816,0.8223,0.8436
case_4444,0.7541,0.7521,0.7468,0.7604,0.7925
case_4445,0.9256,0.9195,0.9584,0.9381,0.8957
case_4446,0.7405,0.7684,0.804,0.7994,0.7428
case_4447,0.7983,0.7722,0.7926,0.794,0.8012
case_4448,0.8017,0.8462,0.837,0.8187,0.8053
case_4449,0.7595,0.7939,0.8358,0.8098,0.78
case_4450,0.8681,0.8784,0.848,0.8426,0.8534
case_4451,0.8253,0.8481,0.8809,0.8887,0.8115
case_4452,0.8355,0.7773,0.8264,0.8197,0.8258
case_4453,0.8099,0.822,0.8644,0.8549,0.8612
case_4454,0.8956,0.8789,0.8917,0.8638,0.8425
case_4455,0.7607,0.7579,0.7693,0.8059,0.7484
case_4456,0.7931,0.7968,0.7755,0.7961,0.7851
case_4457,0.7261,0.7205,0.7353,0.7298,0.7342
case_4458,0.7417,0.7305,0.7835,0.719,0.7362
case_4459,0.8874,0.9332,0.9308,0.8632,0.8993
case_4460,0.7817,0.7816,0.8194,0.8157,0.8169
case_4461,0.7287,0.7137,0.713,0.7425,0.6977
case_4462,0.7506,0.7507,0.7628,0.7414,0.7581
case_4463,0.8335,0.8097,0.8097,0.8156,0.8151
case_4464,0.8323,0.8229,0.8662,0.8164,0.8321
case_4465,0.7431,0.7382,0.7695,0.7332,0.7433
case_4466,0.7053,0.7158,0.7143,0.6997,0.7242
case_4467,0.8073,0.8175,0.8399,0.8492,0.863
case_4468,0.8843,0.887,0.9147,0.8637,0.8973
case_4469,0.6992,0.6993,0.7595,0.7303,0.7384
case_4470,0.8744,0.8646,0.9187,0.8959,0.9284
case_4471,0.7602,0.7758,0.7553,0.7064,0.7587
case_4472,0.8928,0.87,0.9119,0.918,0.8839
case_4473,0.7759,0.7885,0.8278,0.8088,0.7593
case_4474,0.7092,0.7403,0.753,0.712,0.7242
case_4475,0.8394,0.7991,0.849,0.8171,0.8208
case_4476,0.7521,0.756,0.7853,0.7708,0.7178
case_4477,0.8129,0.8184,0.8076,0.8,0.8045
case_4478,0.7663,0.7684,0.7821,0.7873,0.7675
case_4479,0.7728,0.7848,0.824,0.7995,0.7798
case_4480,0.6729,0.7393,0.7626,0.7229,0.7339
case_4481,0.7708,0.7797,0.7763,0.7446,0.7583
case_4482,0.8461,0.8482,0.8792,0.8301,0.8388
case_4483,0.8036,0.7634,0.7928,0.7674,0.7699
case_4484,0.8257,0.823,0.873,0.841,0.8525
case_4485,0.7252,0.7626,0.7677,0.7606,0.7637
case_4486,0.7172,0.7215,0.7512,0.7629,0.7189
case_4487,0.7474,0.7593,0.8034,0.8059,0.7669
case_4488,0.7918,0.8331,0.7863,0.7731,0.7874
case_4489,0.716,0.7326,0.7378,0.7477,0.7112
case_4490,0.7663,0.7824,0.8278,0.7999,0.7952
case_4491,0.7996,0.819,0.8107,0.8223,0.8182
case_4492,0.8139,0.8197,0.8176,0.8016,0.8178
case_4493,0.7971,0.8352,0.8684,0.8504,0.8444
case_4494,0.8456,0.8892,0.889,0.8642,0.8856
case_4495,0.8263,0.7947,0.8391,0.8108,0.8241
case_4496,0.8378,0.8608,0.8963,0.888,0.8184
case_4497,0.7304,0.7075,0.721,0.7062,0.6989
case_4498,0.7874,0.7814,0.8029,0.7673,0.8121
case_4499,0.7764,0.8237,0.8245,0.7917,0.7841
case_4500,0.7229,0.742,0.7533,0.7629,0.7149
case_4501,0.7236,0.7187,0.7889,0.7428,0.7525
case_4502,0.7855,0.8138,0.8112,0.8058,0.8078
case_4503,0.7492,0.7475,0.8037,0.7615,0.7495
case_4504,0.8775,0.8692,0.9286,0.8855,0.8794
case_4505,0.8354,0.8646,0.8779,0.8843,0.8614
case_4506,0.8843,0.8727,0.9611,0.9025,0.9266
case_4507,0.7849,0.7814,0.7778,0.7522,0.779
case_4508,0.7574,0.8322,0.8257,0.8206,0.8164
case_4509,0.9173,0.9054,0.9309,0.9301,0.8904
case_4510,0.8748,0.88,0.8862,0.8646,0.8751
case_4511,0.7863,0.7887,0.7942,0.7959,0.8131
case_4512,0.776,0.8099,0.7808,0.7722,0.78
case_4513,0.744,0.7272,0.7662,0.7147,0.7577
case_4514,0.7969,0.7946,0.7917,0.7647,0.7723
case_4515,0.7616,0.7716,0.7992,0.8029,0.7719
case_4516,0.905,0.8825,0.9064,0.8469,0.875
case_4517,0.7659,0.7486,0.7425,0.7802,0.7663
case_4518,0.7846,0.7498,0.7892,0.7709,0.7975
case_4519,0.7287,0.7258,0.7736,0.7433,0.7263
case_4520,0.7346,0.771,0.794,0.7714,0.7382
case_4521,0.8875,0.8965,0.9061,0.9076,0.8819
case_4522,0.7735,0.7743,0.8055,0.7597,0.7596
case_4523,0.8068,0.8108,0.8617,0.821,0.8353
case_4524,0.8051,0.7668,0.792,0.8158,0.8098
case_4525,0.8226,0.8545,0.8754,0.835,0.7982
case_4526,0.8022,0.7988,0.813,0.8063,0.8378
case_4527,0.7289,0.7169,0.7586,0.7664,0.7951
case_4528,0.8362,0.8704,0.9154,0.8396,0.8768
case_4529,0.6391,0.6635,0.7048,0.6776,0.6643
case_4530,0.7798,0.7795,0.7972,0.7282,0.7566
case_4531,0.7273,0.706,0.6924,0.7252,0.7446
case_4532,0.7553,0.7203,0.7304,0.6983,0.7343
case_4533,0.7465,0.7812,0.7968,0.7702,0.7845
case_4534,0.6791,0.6631,0.7108,0.6574,0.6917
case_4535,0.7989,0.8566,0.8558,0.8008,0.8233
case_4536,0.6797,0.6563,0.6961,0.6985,0.7016
case_4537,0.8275,0.8359,0.8443,0.8386,0.828
case_4538,0.8036,0.8858,0.8206,0.8282,0.8458
case_4539,0.7799,0.7877,0.8066,0.7675,0.7691
case_4540,0.8588,0.8339,0.8655,0.8138,0.8433
case_4541,0.7471,0.7351,0.7561,0.725,0.74
case_4542,0.8332,0.897,0.9008,0.8389,0.8768
case_4543,0.6756,0.7261,0.7083,0.7289,0.7469
case_4544,0.7124,0.7204,0.7436,0.7239,0.7134
case_4545,0.802,0.7886,0.8452,0.8273,0.796
case_4546,0.764,0.7616,0.7754,0.7403,0.7584
case_4547,0.7966,0.812,0.8855,0.7912,0.807
case_4548,0.8423,0.8581,0.8808,0.8628,0.8392
case_4549,0.9181,0.8935,0.8985,0.8944,0.8601
case_4550,0.9126,0.8335,0.9056,0.8607,0.8314
case_4551,0.6928,0.7175,0.6853,0.7053,0.7046
case_4552,0.8132,0.8101,0.8222,0.8315,0.8197
case_4553,0.7376,0.7577,0.7243,0.7067,0.7569
case_4554,0.6872,0.6392,0.6842,0.6619,0.6549
case_4555,0.8095,0.7926,0.8496,0.7929,0.7967
case_4556,0.8596,0.8485,0.9295,0.8452,0.8684
case_4557,0.7896,0.8245,0.8254,0.8552,0.8149
case_4558,0.7648,0.763,0.7348,0.7721,0.7398
case_4559,0.7438,0.7308,0.7452,0.6806,0.7383
case_4560,0.7903,0.7928,0.7714,0.7488,0.777
case_4561,0.7562,0.7487,0.7744,0.7269,0.7674
case_4562,0.7375,0.7508,0.7781,0.7355,0.7303
case_4563,0.8413,0.8544,0.8694,0.8532,0.847
case_4564,0.8446,0.8016,0.8484,0.8214,0.8287
case_4565,0.7325,0.7359,0.7572,0.7104,0.7576
case_4566,0.789,0.8416,0.851,0.8019,0.8167
case_4567,0.7938,0.8236,0.8355,0.7988,0.8139
case_4568,0.7927,0.8131,0.8155,0.7645,0.804
case_4569,0.8912,0.9186,0.9584,0.9575,0.9628
case_4570,0.9355,0.9317,0.9501,0.9458,0.9197
case_4571,0.7775,0.7121,0.7654,0.7421,0.7326
case_4572,0.8144,0.8009,0.8065,0.7857,0.8013
case_4573,0.7551,0.8136,0.788,0.751,0.7594
case_4574,0.9132,0.8839,0.9428,0.9253,0.8983
case_4575,0.7577,0.783,0.7823,0.7441,0.7705
case_4576,0.7707,0.7574,0.7851,0.7654,0.7293
case_4577,0.8642,0.8951,0.9144,0.8917,0.9157
case_4578,0.7848,0.8001,0.8318,0.7376,0.8165
case_4579,0.824,0.8329,0.8274,0.8278,0.8413
case_4580,0.8268,0.8316,0.8448,0.8359,0.8395
case_4581,0.7432,0.7929,0.7745,0.7751,0.7513
case_4582,0.772,0.8441,0.8228,0.8019,0.7766
case_4583,0.7748,0.7785,0.8044,0.7617,0.7696
case_4584,0.7985,0.7934,0.8151,0.7901,0.7714
case_4585,0.9056,0.905,0.9646,0.8879,0.8621
case_4586,0.8073,0.7655,0.7995,0.7857,0.8294
case_4587,0.7885,0.8036,0.8489,0.7812,0.797
case_4588,0.8113,0.8247,0.8336,0.8765,0.8192
case_4589,0.9313,0.9218,0.8994,0.9006,0.9232
case_4590,0.7699,0.7792,0.7916,0.8181,0.7729
case_4591,0.7859,0.804,0.797,0.7726,0.7962
case_4592,0.683,0.6525,0.6593,0.6461,0.692
case_4593,0.7993,0.8027,0.8326,0.8064,0.804
case_4594,0.8585,0.8212,0.8324,0.8229,0.7925
case_4595,0.956,0.9382,0.9578,0.917,0.9545
case_4596,0.7242,0.7431,0.7467,0.7427,0.7121
case_4597,0.8795,0.8883,0.916,0.907,0.9048
case_4598,0.7522,0.7352,0.7816,0.7568,0.7557
case_4599,0.7934,0.805,0.8534,0.7941,0.802
case_4600,0.7825,0.7678,0.7987,0.7648,0.768
case_4601,0.7724,0.7738,0.8268,0.7555,0.7682
case_4602,0.7062,0.6953,0.743,0.7077,0.723
case_4603,0.754,0.7578,0.8243,0.7521,0.7738
case_4604,0.9642,0.9826,0.9541,0.9603,0.9728
case_4605,0.7621,0.749,0.7776,0.7533,0.8035
case_4606,0.799,0.7848,0.8198,0.8067,0.8518
case_4607,0.9218,0.9399,0.9555,0.9317,0.9396
case_4608,0.7835,0.7979,0.8243,0.7719,0.7608
case_4609,0.7563,0.7554,0.7583,0.7551,0.7489
case_4610,0.9206,0.8799,0.8694,0.8962,0.9172
case_4611,0.7196,0.7204,0.7754,0.7476,0.7168
case_4612,0.7773,0.7465,0.8238,0.7341,0.8005
case_4613,0.7826,0.7573,0.8214,0.8003,0.7579
case_4614,0.8611,0.8076,0.8521,0.8135,0.7869
case_4615,0.9206,0.9434,0.9691,0.9326,0.9438
case_4616,0.8133,0.7637,0.8044,0.7994,0.7887
case_4617,0.8705,0.8421,0.831,0.8345,0.8155
case_4618,0.7881,0.7689,0.8185,0.826,0.8052
case_4619,0.8157,0.7919,0.8295,0.7965,0.7954
case_4620,0.7573,0.7668,0.7868,0.789,0.7651
case_4621,0.836,0.7804,0.8327,0.8456,0.8152
case_4622,0.791,0.8116,0.8382,0.7915,0.8168
case_4623,0.8318,0.8791,0.8752,0.8657,0.9155
case_4624,0.7093,0.658,0.7067,0.6895,0.6848
case_4625,0.7593,0.732,0.7454,0.7053,0.7141
case_4626,0.8088,0.8085,0.8303,0.7922,0.7927
case_4627,0.8221,0.8184,0.8091,0.8101,0.819
case_4628,0.8256,0.8123,0.8553,0.8209,0.7905
case_4629,0.727,0.7654,0.814,0.7302,0.7678
case_4630,0.8319,0.8615,0.8732,0.8692,0.8484
case_4631,0.7766,0.7669,0.7847,0.7948,0.7812
case_4632,0.8058,0.8303,0.8265,0.812,0.8534
case_4633,0.8522,0.8651,0.8895,0.8993,0.8896
case_4634,0.9219,0.8918,0.9798,0.9023,0.8727
case_4635,0.8619,0.901,0.8704,0.8476,0.8627
case_4636,0.8558,0.8224,0.8544,0.8621,0.8355
case_4637,0.7658,0.7518,0.799,0.7621,0.7961
case_4638,0.6648,0.6888,0.6643,0.6912,0.694
case_4639,0.6977,0.7104,0.7317,0.6767,0.6568
case_4640,0.7492,0.7168,0.7369,0.7409,0.7012
case_4641,0.7991,0.7801,0.7941,0.8305,0.7897
case_4642,0.7054,0.7044,0.7505,0.7205,0.7224
case_4643,0.8577,0.8167,0.8352,0.8064,0.8237
case_4644,0.8719,0.8613,0.856,0.8177,0.8314
case_4645,0.7957,0.8187,0.8799,0.8155,0.8321
case_4646,0.8054,0.7728,0.816,0.7995,0.7799
case_4647,0.7983,0.8286,0.7923,0.8009,0.8153
case_4648,0.8,0.8002,0.8337,0.8002,0.7682
case_4649,0.9326,0.9349,0.9371,0.9322,0.9092
case_4650,0.819,0.8394,0.8547,0.8503,0.8661
case_4651,0.7555,0.8112,0.7857,0.766,0.8023
case_4652,0.7303,0.738,0.7515,0.7404,0.7562
case_4653,0.789,0.7821,0.7638,0.736,0.782
case_4654,0.851,0.8531,0.8864,0.8624,0.8662
case_4655,0.8639,0.8642,0.8819,0.844,0.8648
case_4656,0.7922,0.7498,0.7885,0.7923,0.7581
case_4657,0.8053,0.8125,0.8547,0.815,0.8157
case_4658,0.8321,0.842,0.8575,0.8287,0.847
case_4659,0.8549,0.8697,0.9049,0.8689,0.8744
case_4660,0.8072,0.8138,0.8434,0.7972,0.8122
case_4661,0.8557,0.8386,0.8735,0.8346,0.8398
case_4662,0.776,0.7881,0.7928,0.7467,0.7775
case_4663,0.8466,0.8304,0.8819,0.8237,0.855
case_4664,0.8368,0.8335,0.8824,0.8415,0.8034
case_4665,0.8371,0.8214,0.8604,0.8103,0.7988
case_4666,0.7193,0.7256,0.7623,0.7313,0.7535
case_4667,0.7364,0.7195,0.7279,0.7252,0.7325
case_4668,0.7429,0.7448,0.7585,0.7078,0.7479
case_4669,0.8408,0.8798,0.8698,0.8467,0.8476
case_4670,0.7404,0.7338,0.712,0.7282,0.7502
case_4671,0.7304,0.7629,0.7622,0.7432,0.7773
case_4672,0.8059,0.7969,0.8114,0.7734,0.8025
case_4673,0.8457,0.8174,0.858,0.8295,0.855
case_4674,0.6803,0.6744,0.7445,0.6658,0.738
case_4675,0.8264,0.8027,0.8587,0.7938,0.8534
case_4676,0.8263,0.8115,0.8445,0.8131,0.8291
case_4677,0.7655,0.7858,0.8207,0.773,0.7805
case_4678,0.7013,0.7253,0.7188,0.7171,0.7498
case_4679,0.8094,0.7619,0.8099,0.7884,0.7941
case_4680,0.7661,0.8011,0.7725,0.7849,0.7862
case_4681,0.6838,0.6892,0.6938,0.71,0.6925
case_4682,0.8041,0.7674,0.8128,0.7786,0.7934
case_4683,0.7939,0.8489,0.8246,0.8233,0.8079
case_4684,0.8296,0.856,0.8563,0.8459,0.823
case_4685,0.9115,0.8387,0.8657,0.8808,0.8677
case_4686,0.7829,0.8055,0.7943,0.8057,0.78
case_4687,0.8995,0.924,0.9224,0.9067,0.9045
case_4688,0.8468,0.8426,0.8731,0.8446,0.8659
case_4689,0.6991,0.7413,0.7489,0.7282,0.751
case_4690,0.7729,0.7892,0.8049,0.8165,0.782
case_4691,0.7663,0.7695,0.782,0.7581,0.7667
case_4692,0.7089,0.715,0.6938,0.6677,0.6774
case_4693,0.7592,0.7655,0.7909,0.7822,0.7467
case_4694,0.816,0.7979,0.7908,0.8041,0.8052
case_4695,0.8813,0.8563,0.8574,0.8876,0.8534
case_4696,0.737,0.7533,0.77,0.7092,0.77
case_4697,0.827,0.841,0.8948,0.867,0.8365
case_4698,0.7802,0.7559,0.8297,0.772,0.7857
case_4699,0.8407,0.8337,0.8099,0.8245,0.7907
case_4700,0.7651,0.7782,0.7995,0.7666,0.7749
case_4701,0.7244,0.7114,0.7659,0.7152,0.6981
case_4702,0.745,0.7962,0.8249,0.7602,0.7521
case_4703,0.8988,0.8981,0.9145,0.8892,0.9122
case_4704,0.7055,0.7122,0.7622,0.6905,0.7256
case_4705,0.7589,0.764,0.8137,0.7739,0.7605
case_4706,0.847,0.8604,0.8522,0.8413,0.8068
case_4707,0.7828,0.7712,0.8029,0.7928,0.7677
case_4708,0.7418,0.745,0.78,0.7478,0.7603
case_4709,0.816,0.8803,0.8825,0.8037,0.8167
case_4710,0.7624,0.7631,0.7798,0.7858,0.7639
case_4711,0.8429,0.8293,0.8281,0.8245,0.8123
case_4712,0.7102,0.7635,0.7879,0.7243,0.7695
case_4713,0.8115,0.7885,0.8423,0.7923,0.8098
case_4714,0.9078,0.9282,0.9078,0.8806,0.8971
case_4715,0.7549,0.7947,0.8395,0.7652,0.7519
case_4716,0.7866,0.7627,0.7834,0.7601,0.755
case_4717,0.765,0.777,0.784,0.7747,0.7665
case_4718,0.8621,0.8366,0.8593,0.8281,0.8548
case_4719,0.8214,0.8561,0.8438,0.8406,0.8331
case_4720,0.8144,0.8028,0.8002,0.7724,0.7987
case_4721,0.7571,0.7646,0.8147,0.7539,0.7433
case_4722,0.7944,0.8285,0.8236,0.8051,0.8161
case_4723,0.9361,0.9332,0.9361,0.9162,0.955
case_4724,0.8235,0.8323,0.8415,0.8323,0.8153
case_4725,0.7352,0.7776,0.8187,0.7881,0.8007
case_4726,0.7991,0.7734,0.8038,0.8066,0.8307
case_4727,0.7678,0.7761,0.8083,0.7883,0.8052
case_4728,0.7364,0.7241,0.7596,0.7186,0.7783
case_4729,0.784,0.7629,0.8215,0.792,0.8227
case_4730,0.7768,0.7951,0.8066,0.7785,0.8077
case_4731,0.8811,0.8493,0.8701,0.8342,0.8427
case_4732,0.7127,0.6994,0.7735,0.7168,0.7188
case_4733,0.744,0.7772,0.7978,0.7475,0.7253
case_4734,0.7892,0.7584,0.7849,0.7998,0.7853
case_4735,0.7623,0.7633,0.7917,0.7728,0.7858
case_4736,0.8553,0.8496,0.8653,0.8162,0.845
case_4737,0.8252,0.8684,0.8469,0.8291,0.8316
case_4738,0.8027,0.8746,0.842,0.8061,0.8568
case_4739,0.8416,0.8633,0.8679,0.8387,0.8037
case_4740,0.7447,0.7504,0.7803,0.7414,0.7408
case_4741,0.8511,0.8324,0.8203,0.822,0.7933
case_4742,0.8254,0.8369,0.8692,0.8651,0.8361
case_4743,0.741,0.7325,0.7657,0.722,0.7512
case_4744,0.8301,0.8437,0.8518,0.8544,0.8422
case_4745,0.7416,0.7251,0.772,0.7538,0.7301
case_4746,0.8077,0.8462,0.8374,0.8126,0.8535
case_4747,0.7256,0.7322,0.7786,0.7696,0.7794
case_4748,0.6805,0.7046,0.6923,0.6685,0.6978
case_4749,0.8224,0.8236,0.8385,0.813,0.7881
case_4750,0.7933,0.7874,0.763,0.8081,0.7741
case_4751,0.7025,0.702,0.7438,0.7332,0.7474
case_4752,0.7652,0.7658,0.7887,0.7617,0.7658
case_4753,0.859,0.8659,0.9067,0.8487,0.8882
case_4754,0.8912,0.9064,0.9112,0.863,0.9328
case_4755,0.8216,0.8026,0.871,0.8268,0.7965
case_4756,0.7736,0.7956,0.813,0.758,0.757
case_4757,0.7148,0.7537,0.7496,0.7321,0.7301
case_4758,0.9151,0.9347,0.9481,0.8929,0.9247
case_4759,0.7295,0.7365,0.7535,0.732,0.7188
case_4760,0.7006,0.7037,0.6919,0.6924,0.6885
case_4761,0.8414,0.835,0.8467,0.8368,0.8586
case_4762,0.8102,0.8108,0.807,0.8062,0.8144
case_4763,0.8205,0.8224,0.8455,0.8526,0.8352
case_4764,0.8051,0.7939,0.7908,0.7878,0.8392
case_4765,0.7117,0.6958,0.7598,0.6868,0.7097
case_4766,0.8129,0.8036,0.8044,0.8184,0.7971
case_4767,0.8488,0.817,0.8563,0.8557,0.855
case_4768,0.7722,0.7822,0.8486,0.7812,0.7622
case_4769,0.9596,0.9552,0.9754,0.9688,0.9522
case_4770,0.7956,0.7813,0.822,0.8219,0.7933
case_4771,0.851,0.8375,0.8497,0.851,0.837
case_4772,0.7825,0.8038,0.8167,0.7791,0.7716
case_4773,0.7419,0.7561,0.817,0.7573,0.7691
case_4774,0.7696,0.8062,0.8066,0.7964,0.7691
case_4775,0.672,0.6541,0.6515,0.6341,0.672
case_4776,0.7415,0.7611,0.8018,0.7504,0.7663
case_4777,0.7961,0.7796,0.7738,0.7654,0.7926
case_4778,0.7702,0.7907,0.8297,0.7962,0.79
case_4779,0.8577,0.8498,0.87,0.8362,0.8752
case_4780,0.8932,0.8898,0.9199,0.8529,0.8821
case_4781,0.8435,0.8266,0.8525,0.8344,0.831
case_4782,0.7992,0.7887,0.8184,0.8217,0.7959
case_4783,0.8088,0.8071,0.8239,0.8068,0.8395
case_4784,0.7309,0.7169,0.7411,0.7363,0.7189
case_4785,0.8597,0.8444,0.8829,0.8194,0.8412
case_4786,0.8362,0.8336,0.8488,0.8571,0.8343
case_4787,0.8023,0.8078,0.8292,0.8357,0.8095
case_4788,0.7558,0.7973,0.7862,0.7665,0.7996
case_4789,0.7239,0.783,0.7863,0.7679,0.7646
case_4790,0.7982,0.8296,0.7903,0.8298,0.8301
case_4791,0.8011,0.8344,0.8243,0.7955,0.8156
case_4792,0.7452,0.7843,0.7875,0.781,0.7888
case_4793,0.8147,0.8428,0.8533,0.8156,0.8125
case_4794,0.7619,0.7909,0.8396,0.7909,0.8051
case_4795,0.8094,0.8085,0.8248,0.7799,0.8021
case_4796,0.7219,0.7331,0.7433,0.6846,0.6989
case_4797,0.8702,0.8401,0.847,0.8005,0.8692
case_4798,0.7632,0.7432,0.8122,0.7631,0.8172
case_4799,0.8688,0.8767,0.8831,0.8979,0.877
case_4800,0.8511,0.8283,0.8614,0.8354,0.8614
case_4801,0.804,0.8037,0.863,0.8368,0.8483
case_4802,0.8495,0.8365,0.8672,0.841,0.8267
case_4803,0.8067,0.7695,0.8129,0.7886,0.8056
case_4804,0.7718,0.7931,0.8473,0.7937,0.8006
case_4805,0.7587,0.709,0.7363,0.722,0.7389
case_4806,0.7566,0.7254,0.7575,0.7059,0.7288
case_4807,0.7983,0.8205,0.7988,0.8121,0.803
case_4808,0.854,0.8857,0.8439,0.8391,0.8638
case_4809,0.873,0.9129,0.9211,0.8767,0.9064
case_4810,0.8304,0.8444,0.8241,0.7624,0.8153
case_4811,0.7528,0.776,0.7938,0.7359,0.7793
case_4812,0.9002,0.8767,0.9362,0.9314,0.9348
case_4813,0.8064,0.8201,0.83,0.8085,0.8243
case_4814,0.7665,0.8286,0.8284,0.7885,0.8002
case_4815,0.8647,0.8479,0.8838,0.8784,0.8677
case_4816,0.7894,0.8307,0.8216,0.8265,0.7997
case_4817,0.8195,0.8667,0.8393,0.8381,0.8291
case_4818,0.7226,0.7588,0.7721,0.7772,0.7426
case_4819,0.7237,0.7378,0.7867,0.7439,0.7483
case_4820,0.7008,0.6934,0.7403,0.685,0.7044
case_4821,0.9256,0.9218,0.9321,0.9138,0.9049
case_4822,0.805,0.8162,0.8425,0.8086,0.8097
case_4823,0.8029,0.8431,0.8343,0.8316,0.8398
case_4824,0.7836,0.7989,0.7942,0.7629,0.7878
case_4825,0.7636,0.7974,0.799,0.7805,0.7935
case_4826,0.792,0.7427,0.7931,0.7531,0.7561
case_4827,0.8546,0.8208,0.8555,0.8498,0.8541
